"language","program","status","lang_type","execution_model","source_implemented","ran","source_dir","source_file","toolchain","compiler_or_front_end","compile_backend","runtime_backend","source_bytes","source_gzip_bytes","compile_time_ms","compile_cpu_ms","compile_cpu_pct","compile_peak_ws_kb","exec_startup_ms","exec_time_ms","exec_cpu_ms","exec_cpu_pct","exec_peak_ws_kb","exe_bytes","exe_upx_bytes","runtime_dep_bytes","exe_plus_deps_bytes","requested_as","requested_tool","listed_as","notes"
"C (clang)","hello","implemented","compiled","AOT native","yes","yes","examples\c","examples\c\hello.c","clang 17.0.6","clang -O2","LLVM","native","84","98","225.7","31.2","67.4","15476","3.7","3.7","0","0","2636","110080","53248","","110080","","","","Swift clang targeting windows-msvc; LSD radix 4x8; rerun median n=5 samples=[5.5, 4.1, 3.7, 3.6, 3.7]"
"C (clang)","fibonacci","implemented","compiled","AOT native","yes","yes","examples\c","examples\c\fibonacci.c","clang 17.0.6","clang -O2","LLVM","native","252","173","106.8","15.6","44.8","14140","3.7","3.8","0","0","2636","139776","70656","","139776","","","","Swift clang targeting windows-msvc; LSD radix 4x8; rerun median n=5 samples=[5.0, 3.8, 3.8, 3.6, 3.6]"
"C (clang)","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\c","examples\c\prime_sieve.c","clang 17.0.6","clang -O2","LLVM","native","585","292","126.8","15.6","44.2","13952","3.7","4.8","0","0","2640","140800","70656","","140800","","","","Swift clang targeting windows-msvc; LSD radix 4x8; rerun median n=5 samples=[5.6, 4.9, 4.8, 4.6, 4.6]"
"C (clang)","sorting","implemented","compiled","AOT native","yes","yes","examples\c","examples\c\sorting.c","clang 17.0.6","clang -O2","LLVM","native","1229","353","142.6","31.2","62.6","13244","3.7","9.6","78.1","85.4","7312","141312","70656","","140288","","","","Swift clang targeting windows-msvc; LSD radix 4x8; rerun median n=5 samples=[10.6, 9.3, 9.5, 9.8, 9.6]"
"C# (AOT)","hello","implemented","compiled","AOT native","yes","yes","examples\csharp","examples\csharp\hello\Program.cs",".NET 10 Native AOT","dotnet publish PublishAot","ILCompiler","native","112","116","","","","","7.1","7.1","15.6","42.3","13272","953344","151552","596322892","596474444","","","","JIT/AOT pair; Hello, World!"
"C# (AOT)","fibonacci","implemented","compiled","AOT native","yes","yes","examples\csharp","examples\csharp\fibonacci\Program.cs",".NET 10 Native AOT","dotnet publish PublishAot","ILCompiler","native","271","174","","","","","7.1","7.1","15.6","40.8","13876","955904","151552","596322892","596474444","","","","JIT/AOT pair; 267914296"
"C# (AOT)","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\csharp","examples\csharp\prime_sieve\Program.cs",".NET 10 Native AOT","dotnet publish PublishAot","ILCompiler","native","659","272","","","","","7.1","8.6","46.9","105","18472","954880","151552","596322892","596474444","","","","JIT/AOT pair; Primes up to 1000000: 78498"
"C# (AOT)","sorting","implemented","compiled","AOT native","yes","yes","examples\csharp","examples\csharp\sorting\Program.cs",".NET 10 Native AOT","dotnet publish PublishAot","ILCompiler","native","1248","257","","","","","7.1","15.1","93.8","104.5","21996","956416","151552","596322892","596474444","","","","JIT/AOT pair; Sorted 1000000 integers: first=3842, last=2147480074"
"C++","hello","implemented","compiled","AOT native","yes","yes","examples\cpp","examples\cpp\hello.cpp","MSVC cl 17.14","cl /O2","MSVC C1XX/C2","native","86","101","","","","","3.8","3.8","0","0","2636","209920","92672","","209920","","","","MSVC not Swift clang; rerun median n=5 samples=[8.7, 4.0, 3.7, 3.8, 3.7]"
"C++","fibonacci","implemented","compiled","AOT native","yes","yes","examples\cpp","examples\cpp\fibonacci.cpp","MSVC cl 17.14","cl /O2","MSVC C1XX/C2","native","240","168","","","","","3.8","3.7","0","0","2640","259072","116736","","259072","","","","MSVC not Swift clang; rerun median n=5 samples=[9.1, 5.7, 3.6, 3.6, 3.7]"
"C++","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\cpp","examples\cpp\prime_sieve.cpp","MSVC cl 17.14","cl /O2","MSVC C1XX/C2","native","491","257","","","","","3.8","5.1","0","0","2636","260608","117248","","260608","","","","MSVC not Swift clang; rerun median n=5 samples=[8.1, 5.1, 4.9, 4.9, 5.1]"
"C++","sorting","implemented","compiled","AOT native","yes","yes","examples\cpp","examples\cpp\sorting.cpp","MSVC cl 17.14","cl /O2","MSVC C1XX/C2","native","494","304","","","","","3.8","9.8","46.9","65.9","7400","262656","117760","","262656","","","","MSVC not Swift clang; rerun median n=5 samples=[62.8, 61.1, 59.3, 59.3, 60.0]; LSD radix 4x8; was comparison sort"
"Clojure","hello","implemented","jit","JIT","yes","yes","examples\clojure","examples\clojure\hello.clj","Clojure CLI 1.12.0.1501","clojure -M -m","Clojure bytecode","HotSpot JVM","59","77","","","","","659.2","659.2","31.2","5.5","12508","24793088","","343617739","343617739","","","","rerun median n=5 samples=[675.0, 659.2, 652.0, 676.5, 652.2]"
"Clojure","fibonacci","implemented","jit","JIT","yes","yes","examples\clojure","examples\clojure\fibonacci.clj","Clojure CLI 1.12.0.1501","clojure -M -m","Clojure bytecode","HotSpot JVM","152","129","","","","","659.2","672.6","15.6","2.8","12468","24793088","","343617739","343617739","","","","rerun median n=5 samples=[650.7, 653.5, 672.6, 680.8, 681.1]"
"Clojure","prime_sieve","implemented","jit","JIT","yes","yes","examples\clojure","examples\clojure\prime_sieve.clj","Clojure CLI 1.12.0.1501","clojure -M -m","Clojure bytecode","HotSpot JVM","515","269","","","","","659.2","689.8","31.2","5.6","12488","24793088","","343617739","343617739","","","","rerun median n=5 samples=[690.5, 683.0, 678.2, 689.8, 695.5]"
"Clojure","sorting","implemented","jit","JIT","yes","yes","examples\clojure","examples\clojure\sorting.clj","Clojure CLI 1.12.0.1501","clojure -M -m","Clojure bytecode","HotSpot JVM","455","224","","","","","659.2","738.9","31.2","5.6","12832","24793088","","343617739","343617739","","","","rerun median n=5 samples=[738.6, 735.6, 747.0, 738.9, 753.3]"
"Common Lisp (SBCL)","hello","implemented","compiled","script+native","yes","yes","examples\lisp","examples\lisp\hello.lisp","SBCL 2.6.7","sbcl --script","SBCL native","SBCL","29","49","","","","","24.5","24.5","31.2","69.8","44768","2555987","","56027239","56027239","Common Lisp (sbcl)","sbcl","not installed","rerun median n=5 samples=[24.5, 24.6, 24.2, 25.6, 23.3]"
"Common Lisp (SBCL)","fibonacci","implemented","compiled","script+native","yes","yes","examples\lisp","examples\lisp\fibonacci.lisp","SBCL 2.6.7","sbcl --script","SBCL native","SBCL","144","120","","","","","24.5","24.5","46.9","106.4","5416","2555987","","56027239","56027239","Common Lisp (sbcl)","sbcl","not installed","rerun median n=5 samples=[25.1, 24.5, 24.5, 25.5, 24.4]"
"Common Lisp (SBCL)","prime_sieve","implemented","compiled","script+native","yes","yes","examples\lisp","examples\lisp\prime_sieve.lisp","SBCL 2.6.7","sbcl --script","SBCL native","SBCL","471","243","","","","","24.5","35.0","31.2","69.3","2636","2555987","","56027239","56027239","Common Lisp (sbcl)","sbcl","not installed","rerun median n=5 samples=[35.0, 34.7, 37.6, 36.2, 34.9]"
"Common Lisp (SBCL)","sorting","implemented","compiled","script+native","yes","yes","examples\lisp","examples\lisp\sorting.lisp","SBCL 2.6.7","sbcl --script","SBCL native","SBCL","1793","259","","","","","24.5","37.5","31.2","73.2","2636","2555987","","56027239","56027239","Common Lisp (sbcl)","sbcl","not installed","typed ub32 introsort; generic sort ~394ms (csv 42ms was spawn floor); rerun median n=5 samples=[79.9, 81.8, 77.5, 78.3, 75.7]; LSD radix 4x8; was comparison sort"
"D","hello","implemented","compiled","AOT native","yes","yes","examples\d","examples\d\hello.d","DMD 2.112.0","dmd -O -release","DMD backend","native","65","82","293.9","","","","8.4","8.4","15.6","75","2644","587264","236544","","587776","","","","compile remesured (dmd -of= hung in batch); rerun median n=5 samples=[13.4, 9.1, 8.4, 7.9, 7.9]"
"D","fibonacci","implemented","compiled","AOT native","yes","yes","examples\d","examples\d\fibonacci.d","DMD 2.112.0","dmd -O -release","DMD backend","native","191","145","","","","","8.4","8.1","15.6","75.3","2644","590336","237568","","590336","","","","rerun median n=5 samples=[15.9, 7.9, 8.1, 8.1, 10.0]"
"D","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\d","examples\d\prime_sieve.d","DMD 2.112.0","dmd -O -release","DMD backend","native","456","252","","","","","8.4","9.7","0","0","2644","640512","251392","","640512","","","","rerun median n=5 samples=[13.7, 9.5, 9.9, 9.6, 9.7]"
"D","sorting","implemented","compiled","AOT native","yes","yes","examples\d","examples\d\sorting.d","DMD 2.112.0","dmd -O -release","DMD backend","native","491","252","","","","","8.4","11.0","78.1","78.2","11768","651776","254464","","653312","","","","LSD radix 4x8 via C-style loops; was phobos sort ~79ms"
"Dart (AOT)","hello","implemented","compiled","AOT native","yes","yes","examples\dart","examples\dart\hello.dart","Dart 3.12.2 AOT","dart compile exe","Dart AOT","Dart AOT runtime","42","62","423.5","46.9","11.1","47992","12.0","12.0","31.2","105.6","2656","6358016","2470400","","6358016","Dart (dartc)","dartc","not installed","JIT/AOT pair; Hello, World!"
"Dart (AOT)","fibonacci","implemented","compiled","AOT native","yes","yes","examples\dart","examples\dart\fibonacci.dart","Dart 3.12.2 AOT","dart compile exe","Dart AOT","Dart AOT runtime","153","125","288.5","46.9","16.2","48028","12.0","12.9","15.6","53.1","13000","6358016","2470400","","6358016","Dart (dartc)","dartc","not installed","JIT/AOT pair; 267914296"
"Dart (AOT)","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\dart","examples\dart\prime_sieve.dart","Dart 3.12.2 AOT","dart compile exe","Dart AOT","Dart AOT runtime","426","229","312.9","31.2","10","48076","12.0","14.6","15.6","53.4","2656","6358016","2470400","","6358016","Dart (dartc)","dartc","not installed","JIT/AOT pair; Primes up to 1000000: 78498"
"Dart (AOT)","sorting","implemented","compiled","AOT native","yes","yes","examples\dart","examples\dart\sorting.dart","Dart 3.12.2 AOT","dart compile exe","Dart AOT","Dart AOT runtime","957","217","283.6","31.2","11","48024","12.0","22.1","218.8","116.6","20776","6358528","2476032","","6361600","Dart (dartc)","dartc","not installed","JIT/AOT pair; Sorted 1000000 integers: first=3842, last=2147480074"
"Elixir","hello","implemented","bytecode","bytecode VM","yes","yes","examples\elixir","examples\elixir\hello.exs","Elixir 1.18.4 + OTP 29","elixir","BEAM","BEAM","25","45","","","","","325.9","325.9","93.8","80.1","8880","6573","","482448341","482448341","Elixir (mix)","mix","not installed","rerun median n=5 samples=[330.6, 317.7, 331.0, 325.9, 321.8]"
"Elixir","fibonacci","implemented","bytecode","bytecode VM","yes","yes","examples\elixir","examples\elixir\fibonacci.exs","Elixir 1.18.4 + OTP 29","elixir","BEAM","BEAM","120","111","","","","","325.9","357.2","109.4","89.4","8872","6573","","482448341","482448341","Elixir (mix)","mix","not installed","rerun median n=5 samples=[351.1, 355.9, 386.7, 357.2, 362.9]"
"Elixir","prime_sieve","implemented","bytecode","bytecode VM","yes","yes","examples\elixir","examples\elixir\prime_sieve.exs","Elixir 1.18.4 + OTP 29","elixir","BEAM","BEAM","634","334","","","","","325.9","380.4","93.8","76.5","8868","6573","","482448341","482448341","Elixir (mix)","mix","not installed","rerun median n=5 samples=[373.9, 376.3, 381.1, 382.6, 380.4]"
"Elixir","sorting","implemented","bytecode","bytecode VM","yes","yes","examples\elixir","examples\elixir\sorting.exs","Elixir 1.18.4 + OTP 29","elixir","BEAM","BEAM","359","251","","","","","325.9","538.3","109.4","89.5","8872","6573","","482448341","482448341","Elixir (mix)","mix","not installed","rerun median n=5 samples=[536.7, 538.9, 530.6, 538.5, 538.3]"
"Erlang","hello","implemented","bytecode","bytecode VM","yes","yes","examples\erlang","examples\erlang\hello.erl","OTP 29.0.5","escript","BEAM","BEAM","116","125","","","","","238.1","238.1","0","0","2644","50176","","469190684","469190684","Erlang","erl","not installed","rerun median n=5 samples=[263.4, 235.8, 245.4, 237.6, 238.1]"
"Erlang","fibonacci","implemented","bytecode","bytecode VM","yes","yes","examples\erlang","examples\erlang\fibonacci.erl","OTP 29.0.5","escript","BEAM","BEAM","201","170","","","","","238.1","248.9","0","0","2644","50176","","469190684","469190684","Erlang","erl","not installed","rerun median n=5 samples=[249.5, 279.3, 248.9, 238.7, 242.6]"
"Erlang","prime_sieve","implemented","bytecode","bytecode VM","yes","yes","examples\erlang","examples\erlang\prime_sieve.erl","OTP 29.0.5","escript","BEAM","BEAM","869","385","","","","","238.1","287.0","0","0","2644","50176","","469190684","469190684","Erlang","erl","not installed","rerun median n=5 samples=[292.6, 283.8, 281.3, 287.0, 289.5]"
"Erlang","sorting","implemented","bytecode","bytecode VM","yes","yes","examples\erlang","examples\erlang\sorting.erl","OTP 29.0.5","escript","BEAM","BEAM","432","289","","","","","238.1","439.8","0","0","2644","50176","","469190684","469190684","Erlang","erl","not installed","rerun median n=5 samples=[436.4, 446.0, 436.2, 440.6, 439.8]"
"F# (JIT)","hello","implemented","jit","JIT","yes","yes","examples\fsharp","examples\fsharp\hello\Program.fs",".NET 10 RyuJIT","dotnet build -c Release","IL + RyuJIT","CLR","86","44","","","","","23.6","23.6","187.5","19.7","52076","162304","","596322892","596322892","","","installed","JIT/AOT pair; Hello, World!"
"F# (JIT)","fibonacci","implemented","jit","JIT","yes","yes","examples\fsharp","examples\fsharp\fibonacci\Program.fs",".NET 10 RyuJIT","dotnet build -c Release","IL + RyuJIT","CLR","197","122","","","","","23.6","24.3","234.4","10","42972","162304","","596322892","596322892","","","installed","JIT/AOT pair; 267914296"
"F# (JIT)","prime_sieve","implemented","jit","JIT","yes","yes","examples\fsharp","examples\fsharp\prime_sieve\Program.fs",".NET 10 RyuJIT","dotnet build -c Release","IL + RyuJIT","CLR","760","289","","","","","23.6","28.4","421.9","30.9","52312","162304","","596322892","596322892","","","installed","JIT/AOT pair; Primes up to 1000000: 78498"
"F# (JIT)","sorting","implemented","jit","JIT","yes","yes","examples\fsharp","examples\fsharp\sorting\Program.fs",".NET 10 RyuJIT","dotnet build -c Release","IL + RyuJIT","CLR","1033","214","","","","","23.6","32.7","","14.7","43132","162304","","596322892","596322892","","","installed","JIT/AOT pair; Sorted 1000000 integers: first=3842, last=2147480074"
"Gleam","hello","implemented","bytecode","bytecode VM","yes","yes","examples\gleam","examples\gleam\hello\src\hello.gleam","Gleam 1.18.1","gleam run","Gleam->BEAM","BEAM","65","85","","","","","485.2","485.2","15.6","45.4","2000","23295832","","469190684","469190684","Gleam","gleam","not installed","gleam run + escript; csv 34ms spawn floor; rerun median n=5 samples=[485.2, 488.8, 483.5, 483.4, 489.7]"
"Gleam","fibonacci","implemented","bytecode","bytecode VM","yes","yes","examples\gleam","examples\gleam\fibonacci\src\fibonacci.gleam","Gleam 1.18.1","gleam run","Gleam->BEAM","BEAM","194","153","","","","","485.2","478.3","15.6","55.1","2644","23295832","","469190684","469190684","Gleam","gleam","not installed","rerun median n=5 samples=[476.9, 478.2, 481.4, 478.3, 480.3]"
"Gleam","prime_sieve","implemented","bytecode","bytecode VM","yes","yes","examples\gleam","examples\gleam\prime_sieve\src\prime_sieve.gleam","Gleam 1.18.1","gleam run","Gleam->BEAM","BEAM","1303","400","","","","","485.2","493.4","15.6","55.8","2644","23295832","","469190684","469190684","Gleam","gleam","not installed","erlang atomics FFI; was persistent Dict (csv 28ms spawn floor); rerun median n=5 samples=[512.2, 528.8, 493.4, 488.8, 483.9]"
"Gleam","sorting","implemented","bytecode","bytecode VM","yes","yes","examples\gleam","examples\gleam\sorting\src\sorting.gleam","Gleam 1.18.1","gleam run","Gleam->BEAM","BEAM","683","352","","","","","485.2","800.1","15.6","54.9","2644","23295832","","469190684","469190684","Gleam","gleam","not installed","list.sort 1e6 cons; csv 28.5ms spawn floor; rerun median n=5 samples=[797.7, 803.8, 800.1, 792.1, 803.9]"
"Go","hello","implemented","compiled","AOT native","yes","yes","examples\go","examples\go\hello.go","Go 1.26.5","go build","Go SSA","native","74","89","137.4","78.1","56.8","10320","7.0","7.0","0","0","2628","1672704","1424384","","2462720","Go","go","not installed","go build -ldflags -s -w; rerun median n=5 samples=[11.4, 7.7, 6.3, 7.0, 6.6]"
"Go","fibonacci","implemented","compiled","AOT native","yes","yes","examples\go","examples\go\fibonacci.go","Go 1.26.5","go build","Go SSA","native","137","135","99.6","93.8","94.1","10216","7.0","6.9","0","0","2628","2463232","1424384","","2463232","Go","go","not installed","listed as not installed; actually run; rerun median n=5 samples=[17.4, 6.9, 6.3, 5.9, 7.0]"
"Go","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\go","examples\go\prime_sieve.go","Go 1.26.5","go build","Go SSA","native","403","235","97.6","93.8","96.1","10012","7.0","9.6","0","0","2628","1682432","1433088","","2477056","Go","go","not installed","go build -ldflags -s -w; rerun median n=5 samples=[13.6, 9.2, 9.6, 8.3, 10.1]"
"Go","sorting","implemented","compiled","AOT native","yes","yes","examples\go","examples\go\sorting.go","Go 1.26.5","go build","Go SSA","native","316","246","103.1","78.1","75.8","11624","7.0","14.7","46.9","61.9","15276","1690112","1441280","","2490368","Go","go","not installed","sort.Ints; retimed wait-for-exit; rerun median n=5 samples=[66.7, 63.8, 63.6, 64.3, 62.8]; LSD radix 4x8; was comparison sort"
"Haskell","hello","implemented","compiled","AOT native","yes","yes","examples\haskell","examples\haskell\hello.hs","GHC 9.8.2","ghc -O2","GHC NCG","native","46","63","51.6","0","0","7656","8.7","8.7","0","0","2648","11392512","4520448","","11392512","Haskell (ghc)","ghc","not installed","ghc -O2 retimed; rerun median n=5 samples=[14.9, 8.7, 8.5, 9.1, 8.3]"
"Haskell","fibonacci","implemented","compiled","AOT native","yes","yes","examples\haskell","examples\haskell\fibonacci.hs","GHC 9.8.2","ghc -O2","GHC NCG","native","104","103","57.1","62.5","109.5","7660","8.7","9.3","15.6","52.5","2648","11393536","4520960","","11393536","Haskell (ghc)","ghc","not installed","Data.List.sort; rerun median n=5 samples=[37.1, 8.9, 9.8, 9.3, 8.3]"
"Haskell","prime_sieve","implemented","compiled","AOT native","yes","yes","examples\haskell","examples\haskell\prime_sieve.hs","GHC 9.8.2","ghc -O2","GHC NCG","native","610","332","52.1","0","0","7668","8.7","13.2","15.6","53.1","2648","11908608","4757504","","11908608","Haskell (ghc)","ghc","not installed","STUArray Bool retimed; rerun median n=5 samples=[16.5, 13.2, 14.4, 12.7, 12.7]"
"Haskell","sorting","implemented","compiled","AOT native","yes","yes","examples\haskell","examples\haskell\sorting.hs","GHC 9.8.2","ghc -O2","GHC NCG","native","4024","1260","50.7","31.2","61.6","7660","8.7","17.0","1265.6","96.4","152732","11908096","4522496","","11397632","Haskell (ghc)","ghc","not installed","STUArray introsort retimed; rerun median n=5 samples=[61.8, 55.4, 57.8, 56.2, 55.6]; LSD radix 4x8; was comparison sort"
"Java","hello","implemented","jit","JIT","yes","yes","examples\java","examples\java\Hello.java","OpenJDK 21.0.10","javac","javac bytecode","HotSpot JVM","119","117","167.4","250","149.4","64536","43.2","43.2","","","42812","50344","","343617739","343618156","","","","exec remesured (pipe hang in batch run); rerun median n=5 samples=[47.9, 42.5, 43.2, 43.2, 41.5]"
"Java","fibonacci","implemented","jit","JIT","yes","yes","examples\java","examples\java\Fibonacci.java","OpenJDK 21.0.10","javac","javac bytecode","HotSpot JVM","276","175","156.2","218.8","140","64344","43.2","43.2","","","42904","50344","","343617739","343618271","","","","exec remesured (pipe hang in batch run); rerun median n=5 samples=[44.2, 43.2, 42.8, 42.6, 44.5]"
"Java","prime_sieve","implemented","jit","JIT","yes","yes","examples\java","examples\java\PrimeSieve.java","OpenJDK 21.0.10","javac","javac bytecode","HotSpot JVM","616","281","185.8","265.6","143","64436","43.2","54.3","","","42860","50344","","343617739","343618817","","","","exec remesured (pipe hang in batch run); rerun median n=5 samples=[53.8, 54.3, 56.0, 57.8, 53.1]"
"Java","sorting","implemented","jit","JIT","yes","yes","examples\java","examples\java\Sorting.java","OpenJDK 21.0.10","javac","javac bytecode","HotSpot JVM","456","281","158.1","375","237.2","64084","43.2","89.2","","","42884","50344","","343617739","343618866","","","","LCG + Arrays.sort; was unseeded Random; rerun median n=5 samples=[149.3, 138.6, 156.8, 154.3, 154.4]; LSD radix 4x8; was comparison sort"
"JavaScript (Node)","hello","implemented","interpreted","JIT","yes","yes","examples\javascript","examples\javascript\hello.js","Node 25.6.1","node","V8","V8","30","50","","","","","34.9","34.9","31.2","50.9","22136","95120384","","95120384","95120384","JavaScript","node","","V8; same examples/javascript sources as the other JS engines; rerun median n=5 samples=[41.4, 33.7, 33.7, 35.8, 34.9]"
"JavaScript (Node)","fibonacci","implemented","interpreted","JIT","yes","yes","examples\javascript","examples\javascript\fibonacci.js","Node 25.6.1","node","V8","V8","207","146","","","","","34.9","36.2","62.5","103.1","32452","95120384","","95120384","95120384","JavaScript","node","","V8; same examples/javascript sources as the other JS engines; rerun median n=5 samples=[35.3, 36.2, 38.7, 36.9, 36.0]"
"JavaScript (Node)","prime_sieve","implemented","interpreted","JIT","yes","yes","examples\javascript","examples\javascript\prime_sieve.js","Node 25.6.1","node","V8","V8","479","239","","","","","34.9","41.4","31.2","52","33648","95120384","","95120384","95120384","JavaScript","node","","V8; same examples/javascript sources as the other JS engines; rerun median n=5 samples=[40.3, 41.4, 42.6, 40.2, 42.5]"
"JavaScript (Node)","sorting","implemented","interpreted","JIT","yes","yes","examples\javascript","examples\javascript\sorting.js","Node 25.6.1","node","V8","V8","1042","445","","","","","34.9","52.7","31.2","52.5","27148","95120384","","95120384","95120384","JavaScript","node","","V8; same examples/javascript sources as the other JS engines; rerun median n=5 samples=[53.0, 51.6, 52.9, 52.7, 52.7]"
"Julia","hello","implemented","jit","JIT","yes","yes","examples\julia","examples\julia\hello.jl","Julia 1.12.6","julia","LLVM JIT","LLVM JIT","25","45","","","","","158.8","158.8","171.9","79.9","214784","170952","","1080335232","1080335232","","","","rerun median n=5 samples=[1590.0, 162.6, 156.5, 152.1, 158.8]"
"Julia","fibonacci","implemented","jit","JIT","yes","yes","examples\julia","examples\julia\fibonacci.jl","Julia 1.12.6","julia","LLVM JIT","LLVM JIT","112","101","","","","","158.8","191.7","171.9","92.7","211388","170952","","1080335232","1080335232","","","","rerun median n=5 samples=[318.1, 187.5, 189.7, 200.1, 191.7]"
"Julia","prime_sieve","implemented","jit","JIT","yes","yes","examples\julia","examples\julia\prime_sieve.jl","Julia 1.12.6","julia","LLVM JIT","LLVM JIT","332","292","","","","","158.8","214.6","171.9","97.4","212544","170952","","1080335232","1080335232","","","","rerun median n=5 samples=[215.5, 212.6, 205.3, 214.6, 216.9]"
"Julia","sorting","implemented","jit","JIT","yes","yes","examples\julia","examples\julia\sorting.jl","Julia 1.12.6","julia","LLVM JIT","LLVM JIT","989","219","","","","","158.8","247.9","171.9","96.1","213072","170952","","1080335232","1080335232","","","","rerun median n=5 samples=[249.6, 251.9, 233.1, 247.9, 237.9]"
"Kotlin","hello","implemented","jit","JIT","yes","yes","examples\kotlin","examples\kotlin\Hello.kt","kotlinc 2.2.21 + JDK 21","kotlinc -include-runtime","JVM bytecode","HotSpot JVM","44","62","","","","","48.8","48.8","","","42904","50344","","343617739","348799133","Kotlin (kotlinc)","kotlinc","not installed","fat JAR retimed; rerun median n=5 samples=[50.2, 48.8, 48.1, 50.1, 48.8]"
"Kotlin","fibonacci","implemented","jit","JIT","yes","yes","examples\kotlin","examples\kotlin\Fibonacci.kt","kotlinc 2.2.21 + JDK 21","kotlinc -include-runtime","JVM bytecode","HotSpot JVM","151","110","","","","","48.8","49.5","","","42932","50344","","343617739","348799374","Kotlin (kotlinc)","kotlinc","not installed","fat JAR; exec remesured; rerun median n=5 samples=[52.1, 49.1, 48.7, 49.5, 62.0]"
"Kotlin","prime_sieve","implemented","jit","JIT","yes","yes","examples\kotlin","examples\kotlin\PrimeSieve.kt","kotlinc 2.2.21 + JDK 21","kotlinc -include-runtime","JVM bytecode","HotSpot JVM","463","240","","","","","48.8","77.3","","","43068","50344","","343617739","348799539","Kotlin (kotlinc)","kotlinc","not installed","BooleanArray retimed; rerun median n=5 samples=[75.8, 79.9, 75.2, 78.0, 77.3]"
"Kotlin","sorting","implemented","jit","JIT","yes","yes","examples\kotlin","examples\kotlin\Sorting.kt","kotlinc 2.2.21 + JDK 21","kotlinc -include-runtime","JVM bytecode","HotSpot JVM","290","204","","","","","48.8","75.9","","","43012","50344","","343617739","348799498","Kotlin (kotlinc)","kotlinc","not installed","IntArray.sort LCG retimed; rerun median n=5 samples=[161.8, 153.9, 162.1, 170.8, 146.7]; LSD radix 4x8; was comparison sort"
"Lua","hello","implemented","interpreted","interpreted","yes","yes","examples\lua","examples\lua\hello.lua","Lua 5.4.6","lua","Lua bytecode","Lua VM","23","43","","","","","7.1","7.1","0","0","2644","245760","","13112695","13112695","Lua (luajit)","luajit","not installed","rerun median n=5 samples=[8.1, 6.9, 7.3, 7.1, 6.8]"
"Lua","fibonacci","implemented","interpreted","interpreted","yes","yes","examples\lua","examples\lua\fibonacci.lua","Lua 5.4.6","lua","Lua bytecode","Lua VM","78","85","","","","","7.1","7.0","0","0","2640","245760","","13112695","13112695","Lua (luajit)","luajit","not installed","rerun median n=5 samples=[7.0, 7.0, 7.6, 6.8, 7.1]"
"Lua","prime_sieve","implemented","interpreted","interpreted","yes","yes","examples\lua","examples\lua\prime_sieve.lua","Lua 5.4.6","lua","Lua bytecode","Lua VM","354","211","","","","","7.1","39.2","0","0","2644","245760","","13112695","13112695","Lua (luajit)","luajit","not installed","rerun median n=5 samples=[39.2, 37.9, 40.4, 38.9, 45.6]"
"Lua","sorting","implemented","interpreted","interpreted","yes","yes","examples\lua","examples\lua\sorting.lua","Lua 5.4.6","lua","Lua bytecode","Lua VM","839","198","","","","","7.1","310.5","0","0","2644","245760","","13112695","13112695","Lua (luajit)","luajit","not installed","rerun median n=5 samples=[307.8, 310.0, 310.5, 311.3, 315.1]"
"Nim","hello","implemented","compiled","transpiled AOT","yes","yes","examples\nim","examples\nim\hello.nim","nim 2.0.8 + MSVC","nim c -d:release --cc:vcc","C (MSVC)","native","21","41","27.2","15.6","57.4","2640","3.9","3.9","0","0","2660","187392","98304","","187392","","","","--lib required; rerun median n=5 samples=[9.9, 4.1, 3.9, 3.7, 3.8]"
"Nim","fibonacci","implemented","compiled","transpiled AOT","yes","yes","examples\nim","examples\nim\fibonacci.nim","nim 2.0.8 + MSVC","nim c -d:release --cc:vcc","C (MSVC)","native","79","86","16.2","0","0","2640","3.9","3.8","15.6","118.7","2660","187904","98304","","187904","","","","--lib required; rerun median n=5 samples=[8.2, 4.0, 3.8, 3.7, 3.5]"
"Nim","prime_sieve","implemented","compiled","transpiled AOT","yes","yes","examples\nim","examples\nim\prime_sieve.nim","nim 2.0.8 + MSVC","nim c -d:release --cc:vcc","C (MSVC)","native","356","214","23.5","15.6","66.6","2644","3.9","6.5","0","0","2660","264597","98816","","188928","","","","seq[byte] + gcc -d:release; rerun median n=5 samples=[9.8, 6.1, 6.5, 6.1, 7.0]"
"Nim","sorting","implemented","compiled","transpiled AOT","yes","yes","examples\nim","examples\nim\sorting.nim","nim 2.0.8 + MSVC","nim c -d:release --cc:vcc","C (MSVC)","native","1138","215","24.1","31.2","129.8","2644","3.9","10.9","171.9","101.9","15332","264593","100352","","192512","","","","int32 introsort; was seq[int] mergesort ~169ms; rerun median n=5 samples=[61.1, 58.1, 58.1, 58.0, 59.2]; LSD radix 4x8; was comparison sort"
